instance=81,n=200,m=50,d=3,type=B2
BinType:1 cost=412
Link6444: itemNo1=163, itemNo2=103, cost=50
Link6445: itemNo1=163, itemNo2=105, cost=74
Link6446: itemNo1=163, itemNo2=106, cost=24
Link6447: itemNo1=163, itemNo2=113, cost=51
Link6448: itemNo1=163, itemNo2=116, cost=71
Link6449: itemNo1=163, itemNo2=125, cost=59
Link6450: itemNo1=163, itemNo2=131, cost=46
Link6451: itemNo1=163, itemNo2=135, cost=50
Link6452: itemNo1=163, itemNo2=136, cost=15
Link6453: itemNo1=163, itemNo2=138, cost=83
Link6454: itemNo1=163, itemNo2=140, cost=85
Link6455: itemNo1=163, itemNo2=144, cost=18
Link6456: itemNo1=163, itemNo2=147, cost=14
Link6457: itemNo1=163, itemNo2=148, cost=34
Link6458: itemNo1=163, itemNo2=149, cost=78
Link6459: itemNo1=163, itemNo2=158, cost=83
Link6460: itemNo1=163, itemNo2=161, cost=80
Link6461: itemNo1=163, itemNo2=164, cost=94
Link6462: itemNo1=163, itemNo2=176, cost=11
Link6463: itemNo1=163, itemNo2=178, cost=46
Link6464: itemNo1=163, itemNo2=184, cost=23
Link6465: itemNo1=163, itemNo2=186, cost=89
Link6466: itemNo1=163, itemNo2=187, cost=2
Link6467: itemNo1=163, itemNo2=191, cost=11
Link6468: itemNo1=163, itemNo2=192, cost=33
Link6469: itemNo1=163, itemNo2=194, cost=33
Link6470: itemNo1=164, itemNo2=2, cost=26
Link6471: itemNo1=164, itemNo2=17, cost=49
Link6472: itemNo1=164, itemNo2=23, cost=18
Link6473: itemNo1=164, itemNo2=26, cost=64
Link6474: itemNo1=164, itemNo2=39, cost=9
Link6475: itemNo1=164, itemNo2=57, cost=77
Link6476: itemNo1=164, itemNo2=63, cost=62
Link6477: itemNo1=164, itemNo2=65, cost=89
Link6478: itemNo1=164, itemNo2=68, cost=70
Link6479: itemNo1=164, itemNo2=74, cost=13
Link6480: itemNo1=164, itemNo2=76, cost=86
Link6481: itemNo1=164, itemNo2=79, cost=14
Link6482: itemNo1=164, itemNo2=81, cost=7
Link6483: itemNo1=164, itemNo2=83, cost=86
Link6484: itemNo1=164, itemNo2=90, cost=94
Link6485: itemNo1=164, itemNo2=92, cost=83
Link6486: itemNo1=164, itemNo2=95, cost=15
Link6487: itemNo1=164, itemNo2=96, cost=63
Link6488: itemNo1=164, itemNo2=97, cost=64
Link6489: itemNo1=164, itemNo2=102, cost=47
Link6490: itemNo1=164, itemNo2=117, cost=13
Link6491: itemNo1=164, itemNo2=121, cost=95
Link6492: itemNo1=164, itemNo2=128, cost=16
Link6493: itemNo1=164, itemNo2=143, cost=62
Link6494: itemNo1=164, itemNo2=150, cost=88
Link6495: itemNo1=164, itemNo2=151, cost=93
Link6496: itemNo1=164, itemNo2=157, cost=67
Link6497: itemNo1=164, itemNo2=158, cost=29
Link6498: itemNo1=164, itemNo2=160, cost=57
Link6499: itemNo1=164, itemNo2=161, cost=9
Link6500: itemNo1=164, itemNo2=165, cost=7
Link6501: itemNo1=164, itemNo2=169, cost=3
Link6502: itemNo1=164, itemNo2=172, cost=52
Link6503: itemNo1=164, itemNo2=173, cost=72
Link6504: itemNo1=164, itemNo2=175, cost=89
Link6505: itemNo1=164, itemNo2=176, cost=78
Link6506: itemNo1=164, itemNo2=185, cost=98
Link6507: itemNo1=164, itemNo2=191, cost=26
Link6508: itemNo1=164, itemNo2=197, cost=60
Link6509: itemNo1=165, itemNo2=8, cost=66
Link6510: itemNo1=165, itemNo2=16, cost=24
Link6511: itemNo1=165, itemNo2=18, cost=80
Link6512: itemNo1=165, itemNo2=20, cost=68
Link6513: itemNo1=165, itemNo2=22, cost=11
Link6514: itemNo1=165, itemNo2=24, cost=84
Link6515: itemNo1=165, itemNo2=34, cost=96
Link6516: itemNo1=165, itemNo2=36, cost=14
Link6517: itemNo1=165, itemNo2=38, cost=68
Link6518: itemNo1=165, itemNo2=39, cost=60
Link6519: itemNo1=165, itemNo2=60, cost=34
Link6520: itemNo1=165, itemNo2=61, cost=30
Link6521: itemNo1=165, itemNo2=62, cost=71
Link6522: itemNo1=165, itemNo2=64, cost=19
Link6523: itemNo1=165, itemNo2=69, cost=58
Link6524: itemNo1=165, itemNo2=71, cost=82
Link6525: itemNo1=165, itemNo2=72, cost=8
Link6526: itemNo1=165, itemNo2=78, cost=76
Link6527: itemNo1=165, itemNo2=81, cost=30
Link6528: itemNo1=165, itemNo2=91, cost=99
Link6529: itemNo1=165, itemNo2=92, cost=83
Link6530: itemNo1=165, itemNo2=97, cost=37
Link6531: itemNo1=165, itemNo2=107, cost=88
Link6532: itemNo1=165, itemNo2=111, cost=84
Link6533: itemNo1=165, itemNo2=114, cost=68
Link6534: itemNo1=165, itemNo2=115, cost=94
Link6535: itemNo1=165, itemNo2=117, cost=96
Link6536: itemNo1=165, itemNo2=123, cost=49
Link6537: itemNo1=165, itemNo2=124, cost=85
Link6538: itemNo1=165, itemNo2=130, cost=42
Link6539: itemNo1=165, itemNo2=131, cost=48
Link6540: itemNo1=165, itemNo2=150, cost=16
Link6541: itemNo1=165, itemNo2=151, cost=1
Link6542: itemNo1=165, itemNo2=174, cost=17
Link6543: itemNo1=165, itemNo2=179, cost=7
Link6544: itemNo1=165, itemNo2=197, cost=21
Link6545: itemNo1=166, itemNo2=7, cost=54
Link6546: itemNo1=166, itemNo2=8, cost=18
Link6547: itemNo1=166, itemNo2=12, cost=97
Link6548: itemNo1=166, itemNo2=14, cost=52
Link6549: itemNo1=166, itemNo2=20, cost=78
Link6550: itemNo1=166, itemNo2=29, cost=89
Link6551: itemNo1=166, itemNo2=34, cost=17
Link6552: itemNo1=166, itemNo2=36, cost=80
Link6553: itemNo1=166, itemNo2=37, cost=15
Link6554: itemNo1=166, itemNo2=46, cost=13
Link6555: itemNo1=166, itemNo2=51, cost=58
Link6556: itemNo1=166, itemNo2=53, cost=58
Link6557: itemNo1=166, itemNo2=66, cost=1
Link6558: itemNo1=166, itemNo2=70, cost=14
Link6559: itemNo1=166, itemNo2=86, cost=70
Link6560: itemNo1=166, itemNo2=95, cost=52
Link6561: itemNo1=166, itemNo2=99, cost=96
Link6562: itemNo1=166, itemNo2=103, cost=8
Link6563: itemNo1=166, itemNo2=105, cost=32
Link6564: itemNo1=166, itemNo2=106, cost=74
Link6565: itemNo1=166, itemNo2=119, cost=28
Link6566: itemNo1=166, itemNo2=121, cost=77
Link6567: itemNo1=166, itemNo2=126, cost=96
Link6568: itemNo1=166, itemNo2=128, cost=29
Link6569: itemNo1=166, itemNo2=135, cost=62
Link6570: itemNo1=166, itemNo2=137, cost=55
Link6571: itemNo1=166, itemNo2=139, cost=12
Link6572: itemNo1=166, itemNo2=157, cost=28
Link6573: itemNo1=166, itemNo2=170, cost=15
Link6574: itemNo1=166, itemNo2=173, cost=81
Link6575: itemNo1=166, itemNo2=176, cost=76
Link6576: itemNo1=166, itemNo2=179, cost=75
Link6577: itemNo1=166, itemNo2=190, cost=29
Link6578: itemNo1=166, itemNo2=197, cost=20
Link6579: itemNo1=167, itemNo2=3, cost=54
Link6580: itemNo1=167, itemNo2=8, cost=28
Link6581: itemNo1=167, itemNo2=18, cost=32
Link6582: itemNo1=167, itemNo2=19, cost=45
Link6583: itemNo1=167, itemNo2=21, cost=60
Link6584: itemNo1=167, itemNo2=46, cost=39
Link6585: itemNo1=167, itemNo2=53, cost=23
Link6586: itemNo1=167, itemNo2=59, cost=21
Link6587: itemNo1=167, itemNo2=65, cost=34
Link6588: itemNo1=167, itemNo2=66, cost=64
Link6589: itemNo1=167, itemNo2=74, cost=51
Link6590: itemNo1=167, itemNo2=80, cost=95
Link6591: itemNo1=167, itemNo2=86, cost=15
Link6592: itemNo1=167, itemNo2=88, cost=71
Link6593: itemNo1=167, itemNo2=91, cost=61
Link6594: itemNo1=167, itemNo2=94, cost=68
Link6595: itemNo1=167, itemNo2=109, cost=87
Link6596: itemNo1=167, itemNo2=111, cost=2
Link6597: itemNo1=167, itemNo2=114, cost=27
Link6598: itemNo1=167, itemNo2=120, cost=56
Link6599: itemNo1=167, itemNo2=122, cost=1
Link6600: itemNo1=167, itemNo2=128, cost=65
Link6601: itemNo1=167, itemNo2=138, cost=15
Link6602: itemNo1=167, itemNo2=141, cost=13
Link6603: itemNo1=167, itemNo2=147, cost=2
Link6604: itemNo1=167, itemNo2=158, cost=40
Link6605: itemNo1=167, itemNo2=164, cost=32
Link6606: itemNo1=167, itemNo2=173, cost=4
Link6607: itemNo1=167, itemNo2=178, cost=46
Link6608: itemNo1=167, itemNo2=184, cost=80
Link6609: itemNo1=167, itemNo2=191, cost=12
Link6610: itemNo1=168, itemNo2=3, cost=9
Link6611: itemNo1=168, itemNo2=9, cost=71
Link6612: itemNo1=168, itemNo2=24, cost=47
Link6613: itemNo1=168, itemNo2=33, cost=3
Link6614: itemNo1=168, itemNo2=36, cost=31
Link6615: itemNo1=168, itemNo2=39, cost=15
Link6616: itemNo1=168, itemNo2=41, cost=57
Link6617: itemNo1=168, itemNo2=42, cost=80
Link6618: itemNo1=168, itemNo2=46, cost=76
Link6619: itemNo1=168, itemNo2=47, cost=17
Link6620: itemNo1=168, itemNo2=48, cost=62
Link6621: itemNo1=168, itemNo2=49, cost=63
Link6622: itemNo1=168, itemNo2=51, cost=30
Link6623: itemNo1=168, itemNo2=56, cost=61
Link6624: itemNo1=168, itemNo2=57, cost=29
Link6625: itemNo1=168, itemNo2=59, cost=2
Link6626: itemNo1=168, itemNo2=66, cost=57
Link6627: itemNo1=168, itemNo2=68, cost=50
Link6628: itemNo1=168, itemNo2=69, cost=49
Link6629: itemNo1=168, itemNo2=70, cost=74
Link6630: itemNo1=168, itemNo2=71, cost=2
Link6631: itemNo1=168, itemNo2=78, cost=72
Link6632: itemNo1=168, itemNo2=97, cost=14
Link6633: itemNo1=168, itemNo2=103, cost=10
Link6634: itemNo1=168, itemNo2=105, cost=30
Link6635: itemNo1=168, itemNo2=106, cost=83
Link6636: itemNo1=168, itemNo2=120, cost=18
Link6637: itemNo1=168, itemNo2=126, cost=49
Link6638: itemNo1=168, itemNo2=130, cost=3
Link6639: itemNo1=168, itemNo2=144, cost=77
Link6640: itemNo1=168, itemNo2=145, cost=84
Link6641: itemNo1=168, itemNo2=152, cost=58
Link6642: itemNo1=168, itemNo2=157, cost=30
Link6643: itemNo1=168, itemNo2=159, cost=35
Link6644: itemNo1=168, itemNo2=165, cost=91
Link6645: itemNo1=168, itemNo2=170, cost=54
Link6646: itemNo1=168, itemNo2=173, cost=60
Link6647: itemNo1=168, itemNo2=177, cost=62
Link6648: itemNo1=168, itemNo2=190, cost=68
Link6649: itemNo1=169, itemNo2=7, cost=21
Link6650: itemNo1=169, itemNo2=12, cost=59
Link6651: itemNo1=169, itemNo2=15, cost=1
Link6652: itemNo1=169, itemNo2=19, cost=28
Link6653: itemNo1=169, itemNo2=31, cost=78
Link6654: itemNo1=169, itemNo2=45, cost=53
Link6655: itemNo1=169, itemNo2=47, cost=52
Link6656: itemNo1=169, itemNo2=50, cost=23
Link6657: itemNo1=169, itemNo2=62, cost=75
Link6658: itemNo1=169, itemNo2=63, cost=75
Link6659: itemNo1=169, itemNo2=68, cost=28
Link6660: itemNo1=169, itemNo2=80, cost=41
Link6661: itemNo1=169, itemNo2=83, cost=76
Link6662: itemNo1=169, itemNo2=86, cost=16
Link6663: itemNo1=169, itemNo2=92, cost=88
Link6664: itemNo1=169, itemNo2=93, cost=17
Link6665: itemNo1=169, itemNo2=100, cost=20
Link6666: itemNo1=169, itemNo2=103, cost=12
Link6667: itemNo1=169, itemNo2=110, cost=89
Link6668: itemNo1=169, itemNo2=115, cost=56
Link6669: itemNo1=169, itemNo2=117, cost=76
Link6670: itemNo1=169, itemNo2=121, cost=79
Link6671: itemNo1=169, itemNo2=125, cost=57
Link6672: itemNo1=169, itemNo2=131, cost=87
Link6673: itemNo1=169, itemNo2=137, cost=49
Link6674: itemNo1=169, itemNo2=138, cost=83
Link6675: itemNo1=169, itemNo2=141, cost=83
Link6676: itemNo1=169, itemNo2=150, cost=39
Link6677: itemNo1=169, itemNo2=153, cost=92
Link6678: itemNo1=169, itemNo2=155, cost=38
Link6679: itemNo1=169, itemNo2=162, cost=32
Link6680: itemNo1=169, itemNo2=166, cost=49
Link6681: itemNo1=169, itemNo2=167, cost=65
Link6682: itemNo1=169, itemNo2=171, cost=10
Link6683: itemNo1=169, itemNo2=172, cost=70
Link6684: itemNo1=169, itemNo2=176, cost=80
Link6685: itemNo1=169, itemNo2=181, cost=90
Link6686: itemNo1=169, itemNo2=189, cost=64
Link6687: itemNo1=169, itemNo2=191, cost=95
Link6688: itemNo1=169, itemNo2=192, cost=78
Link6689: itemNo1=169, itemNo2=196, cost=41
Link6690: itemNo1=170, itemNo2=1, cost=26
Link6691: itemNo1=170, itemNo2=10, cost=64
Link6692: itemNo1=170, itemNo2=13, cost=13
Link6693: itemNo1=170, itemNo2=14, cost=79
Link6694: itemNo1=170, itemNo2=18, cost=82
Link6695: itemNo1=170, itemNo2=20, cost=38
Link6696: itemNo1=170, itemNo2=25, cost=97
Link6697: itemNo1=170, itemNo2=28, cost=87
Link6698: itemNo1=170, itemNo2=43, cost=50
Link6699: itemNo1=170, itemNo2=50, cost=27
Link6700: itemNo1=170, itemNo2=51, cost=94
Link6701: itemNo1=170, itemNo2=56, cost=39
Link6702: itemNo1=170, itemNo2=57, cost=80
Link6703: itemNo1=170, itemNo2=63, cost=4
Link6704: itemNo1=170, itemNo2=67, cost=5
Link6705: itemNo1=170, itemNo2=78, cost=59
Link6706: itemNo1=170, itemNo2=92, cost=2
Link6707: itemNo1=170, itemNo2=93, cost=50
Link6708: itemNo1=170, itemNo2=94, cost=55
Link6709: itemNo1=170, itemNo2=95, cost=7
Link6710: itemNo1=170, itemNo2=97, cost=71
Link6711: itemNo1=170, itemNo2=103, cost=8
Link6712: itemNo1=170, itemNo2=113, cost=15
Link6713: itemNo1=170, itemNo2=123, cost=12
Link6714: itemNo1=170, itemNo2=146, cost=7
Link6715: itemNo1=170, itemNo2=150, cost=7
Link6716: itemNo1=170, itemNo2=153, cost=51
Link6717: itemNo1=170, itemNo2=154, cost=51
Link6718: itemNo1=170, itemNo2=158, cost=59
Link6719: itemNo1=170, itemNo2=162, cost=76
Link6720: itemNo1=170, itemNo2=169, cost=97
Link6721: itemNo1=170, itemNo2=172, cost=33
Link6722: itemNo1=170, itemNo2=173, cost=82
Link6723: itemNo1=170, itemNo2=181, cost=86
Link6724: itemNo1=170, itemNo2=197, cost=87
Link6725: itemNo1=171, itemNo2=11, cost=24
Link6726: itemNo1=171, itemNo2=13, cost=50
Link6727: itemNo1=171, itemNo2=15, cost=41
Link6728: itemNo1=171, itemNo2=16, cost=25
Link6729: itemNo1=171, itemNo2=18, cost=87
Link6730: itemNo1=171, itemNo2=24, cost=4
Link6731: itemNo1=171, itemNo2=29, cost=88
Link6732: itemNo1=171, itemNo2=32, cost=94
Link6733: itemNo1=171, itemNo2=34, cost=44
Link6734: itemNo1=171, itemNo2=36, cost=8
Link6735: itemNo1=171, itemNo2=41, cost=49
Link6736: itemNo1=171, itemNo2=50, cost=70
Link6737: itemNo1=171, itemNo2=52, cost=7
Link6738: itemNo1=171, itemNo2=58, cost=76
Link6739: itemNo1=171, itemNo2=81, cost=37
Link6740: itemNo1=171, itemNo2=82, cost=5
Link6741: itemNo1=171, itemNo2=83, cost=85
Link6742: itemNo1=171, itemNo2=87, cost=14
Link6743: itemNo1=171, itemNo2=88, cost=71
Link6744: itemNo1=171, itemNo2=89, cost=55
Link6745: itemNo1=171, itemNo2=95, cost=66
Link6746: itemNo1=171, itemNo2=100, cost=69
Link6747: itemNo1=171, itemNo2=102, cost=76
Link6748: itemNo1=171, itemNo2=105, cost=55
Link6749: itemNo1=171, itemNo2=115, cost=43
Link6750: itemNo1=171, itemNo2=117, cost=55
Link6751: itemNo1=171, itemNo2=120, cost=12
Link6752: itemNo1=171, itemNo2=138, cost=21
Link6753: itemNo1=171, itemNo2=141, cost=96
Link6754: itemNo1=171, itemNo2=155, cost=18
Link6755: itemNo1=171, itemNo2=161, cost=35
Link6756: itemNo1=171, itemNo2=168, cost=60
Link6757: itemNo1=171, itemNo2=172, cost=81
Link6758: itemNo1=171, itemNo2=184, cost=40
Link6759: itemNo1=171, itemNo2=185, cost=45
Link6760: itemNo1=171, itemNo2=191, cost=90
Link6761: itemNo1=171, itemNo2=194, cost=87
Link6762: itemNo1=172, itemNo2=9, cost=2
Link6763: itemNo1=172, itemNo2=11, cost=98
Link6764: itemNo1=172, itemNo2=22, cost=54
Link6765: itemNo1=172, itemNo2=23, cost=20
Link6766: itemNo1=172, itemNo2=28, cost=22
Link6767: itemNo1=172, itemNo2=33, cost=81
Link6768: itemNo1=172, itemNo2=44, cost=2
Link6769: itemNo1=172, itemNo2=47, cost=40
Link6770: itemNo1=172, itemNo2=48, cost=33
Link6771: itemNo1=172, itemNo2=49, cost=31
Link6772: itemNo1=172, itemNo2=50, cost=68
Link6773: itemNo1=172, itemNo2=66, cost=88
Link6774: itemNo1=172, itemNo2=70, cost=28
Link6775: itemNo1=172, itemNo2=74, cost=1
Link6776: itemNo1=172, itemNo2=76, cost=82
Link6777: itemNo1=172, itemNo2=80, cost=21
Link6778: itemNo1=172, itemNo2=81, cost=68
Link6779: itemNo1=172, itemNo2=83, cost=72
Link6780: itemNo1=172, itemNo2=86, cost=99
Link6781: itemNo1=172, itemNo2=91, cost=15
Link6782: itemNo1=172, itemNo2=96, cost=34
Link6783: itemNo1=172, itemNo2=98, cost=66
Link6784: itemNo1=172, itemNo2=99, cost=36
Link6785: itemNo1=172, itemNo2=101, cost=50
Link6786: itemNo1=172, itemNo2=111, cost=86
Link6787: itemNo1=172, itemNo2=113, cost=24
Link6788: itemNo1=172, itemNo2=127, cost=74
Link6789: itemNo1=172, itemNo2=134, cost=88
Link6790: itemNo1=172, itemNo2=138, cost=40
Link6791: itemNo1=172, itemNo2=144, cost=22
Link6792: itemNo1=172, itemNo2=153, cost=89
Link6793: itemNo1=172, itemNo2=157, cost=22
Link6794: itemNo1=172, itemNo2=158, cost=87
Link6795: itemNo1=172, itemNo2=163, cost=28
Link6796: itemNo1=172, itemNo2=169, cost=15
Link6797: itemNo1=172, itemNo2=171, cost=73
Link6798: itemNo1=172, itemNo2=183, cost=64
Link6799: itemNo1=172, itemNo2=186, cost=27
Link6800: itemNo1=172, itemNo2=187, cost=27
Link6801: itemNo1=172, itemNo2=188, cost=20
Link6802: itemNo1=172, itemNo2=190, cost=31
Link6803: itemNo1=173, itemNo2=9, cost=46
Link6804: itemNo1=173, itemNo2=14, cost=37
Link6805: itemNo1=173, itemNo2=16, cost=2
Link6806: itemNo1=173, itemNo2=17, cost=90
Link6807: itemNo1=173, itemNo2=24, cost=36
Link6808: itemNo1=173, itemNo2=30, cost=75
Link6809: itemNo1=173, itemNo2=31, cost=94
Link6810: itemNo1=173, itemNo2=32, cost=13
Link6811: itemNo1=173, itemNo2=37, cost=81
Link6812: itemNo1=173, itemNo2=40, cost=12
Link6813: itemNo1=173, itemNo2=46, cost=42
Link6814: itemNo1=173, itemNo2=48, cost=51
Link6815: itemNo1=173, itemNo2=49, cost=67
Link6816: itemNo1=173, itemNo2=51, cost=98
Link6817: itemNo1=173, itemNo2=64, cost=29
Link6818: itemNo1=173, itemNo2=73, cost=2
Link6819: itemNo1=173, itemNo2=80, cost=55
Link6820: itemNo1=173, itemNo2=83, cost=39
Link6821: itemNo1=173, itemNo2=84, cost=8
Link6822: itemNo1=173, itemNo2=86, cost=44
Link6823: itemNo1=173, itemNo2=87, cost=29
Link6824: itemNo1=173, itemNo2=89, cost=75
Link6825: itemNo1=173, itemNo2=91, cost=62
Link6826: itemNo1=173, itemNo2=99, cost=88
Link6827: itemNo1=173, itemNo2=100, cost=92
Link6828: itemNo1=173, itemNo2=104, cost=39
Link6829: itemNo1=173, itemNo2=126, cost=46
Link6830: itemNo1=173, itemNo2=127, cost=5
Link6831: itemNo1=173, itemNo2=128, cost=84
Link6832: itemNo1=173, itemNo2=129, cost=98
Link6833: itemNo1=173, itemNo2=134, cost=82
Link6834: itemNo1=173, itemNo2=147, cost=95
Link6835: itemNo1=173, itemNo2=172, cost=43
Link6836: itemNo1=173, itemNo2=174, cost=92
Link6837: itemNo1=173, itemNo2=178, cost=89
Link6838: itemNo1=173, itemNo2=181, cost=59
Link6839: itemNo1=173, itemNo2=185, cost=40
Link6840: itemNo1=173, itemNo2=189, cost=99
Link6841: itemNo1=173, itemNo2=192, cost=39
Link6842: itemNo1=174, itemNo2=10, cost=63
Link6843: itemNo1=174, itemNo2=12, cost=97
Link6844: itemNo1=174, itemNo2=14, cost=26
Link6845: itemNo1=174, itemNo2=18, cost=39
Link6846: itemNo1=174, itemNo2=25, cost=88
Link6847: itemNo1=174, itemNo2=26, cost=98
Link6848: itemNo1=174, itemNo2=33, cost=40
Link6849: itemNo1=174, itemNo2=39, cost=54
Link6850: itemNo1=174, itemNo2=40, cost=26
Link6851: itemNo1=174, itemNo2=41, cost=34
Link6852: itemNo1=174, itemNo2=46, cost=36
Link6853: itemNo1=174, itemNo2=49, cost=84
Link6854: itemNo1=174, itemNo2=50, cost=55
Link6855: itemNo1=174, itemNo2=53, cost=73
Link6856: itemNo1=174, itemNo2=54, cost=86
Link6857: itemNo1=174, itemNo2=57, cost=86
Link6858: itemNo1=174, itemNo2=62, cost=18
Link6859: itemNo1=174, itemNo2=67, cost=53
Link6860: itemNo1=174, itemNo2=71, cost=48
Link6861: itemNo1=174, itemNo2=76, cost=19
Link6862: itemNo1=174, itemNo2=79, cost=44
Link6863: itemNo1=174, itemNo2=89, cost=1
Link6864: itemNo1=174, itemNo2=100, cost=26
Link6865: itemNo1=174, itemNo2=105, cost=75
Link6866: itemNo1=174, itemNo2=106, cost=84
Link6867: itemNo1=174, itemNo2=116, cost=95
Link6868: itemNo1=174, itemNo2=124, cost=93
Link6869: itemNo1=174, itemNo2=128, cost=84
Link6870: itemNo1=174, itemNo2=130, cost=32
Link6871: itemNo1=174, itemNo2=134, cost=60
Link6872: itemNo1=174, itemNo2=136, cost=36
Link6873: itemNo1=174, itemNo2=151, cost=3
Link6874: itemNo1=174, itemNo2=152, cost=86
Link6875: itemNo1=174, itemNo2=154, cost=74
Link6876: itemNo1=174, itemNo2=155, cost=60
Link6877: itemNo1=174, itemNo2=157, cost=44
Link6878: itemNo1=174, itemNo2=158, cost=7
Link6879: itemNo1=174, itemNo2=159, cost=43
Link6880: itemNo1=174, itemNo2=161, cost=32
Link6881: itemNo1=174, itemNo2=162, cost=24
Link6882: itemNo1=174, itemNo2=168, cost=67
Link6883: itemNo1=174, itemNo2=171, cost=57
Link6884: itemNo1=174, itemNo2=177, cost=31
Link6885: itemNo1=174, itemNo2=184, cost=20
Link6886: itemNo1=174, itemNo2=185, cost=10
Link6887: itemNo1=174, itemNo2=191, cost=86
Link6888: itemNo1=174, itemNo2=195, cost=66
Link6889: itemNo1=174, itemNo2=196, cost=8
Link6890: itemNo1=175, itemNo2=1, cost=88
Link6891: itemNo1=175, itemNo2=2, cost=32
Link6892: itemNo1=175, itemNo2=5, cost=42
Link6893: itemNo1=175, itemNo2=8, cost=58
Link6894: itemNo1=175, itemNo2=10, cost=64
Link6895: itemNo1=175, itemNo2=27, cost=21
Link6896: itemNo1=175, itemNo2=28, cost=39
Link6897: itemNo1=175, itemNo2=38, cost=51
Link6898: itemNo1=175, itemNo2=39, cost=1
Link6899: itemNo1=175, itemNo2=45, cost=49
Link6900: itemNo1=175, itemNo2=46, cost=74
Link6901: itemNo1=175, itemNo2=52, cost=90
Link6902: itemNo1=175, itemNo2=56, cost=30
Link6903: itemNo1=175, itemNo2=57, cost=8
Link6904: itemNo1=175, itemNo2=58, cost=32
Link6905: itemNo1=175, itemNo2=63, cost=80
Link6906: itemNo1=175, itemNo2=64, cost=60
Link6907: itemNo1=175, itemNo2=66, cost=6
Link6908: itemNo1=175, itemNo2=71, cost=79
Link6909: itemNo1=175, itemNo2=78, cost=12
Link6910: itemNo1=175, itemNo2=79, cost=26
Link6911: itemNo1=175, itemNo2=89, cost=97
Link6912: itemNo1=175, itemNo2=91, cost=14
Link6913: itemNo1=175, itemNo2=95, cost=44
Link6914: itemNo1=175, itemNo2=99, cost=8
Link6915: itemNo1=175, itemNo2=106, cost=44
Link6916: itemNo1=175, itemNo2=127, cost=25
Link6917: itemNo1=175, itemNo2=134, cost=37
Link6918: itemNo1=175, itemNo2=136, cost=80
Link6919: itemNo1=175, itemNo2=145, cost=51
Link6920: itemNo1=175, itemNo2=147, cost=43
Link6921: itemNo1=175, itemNo2=150, cost=55
Link6922: itemNo1=175, itemNo2=156, cost=59
Link6923: itemNo1=175, itemNo2=159, cost=57
Link6924: itemNo1=175, itemNo2=160, cost=63
Link6925: itemNo1=175, itemNo2=161, cost=61
Link6926: itemNo1=175, itemNo2=162, cost=30
Link6927: itemNo1=175, itemNo2=168, cost=36
Link6928: itemNo1=175, itemNo2=173, cost=24
Link6929: itemNo1=175, itemNo2=179, cost=87
Link6930: itemNo1=175, itemNo2=182, cost=81
Link6931: itemNo1=175, itemNo2=183, cost=86
Link6932: itemNo1=175, itemNo2=188, cost=7
Link6933: itemNo1=175, itemNo2=194, cost=70
Link6934: itemNo1=176, itemNo2=21, cost=75
Link6935: itemNo1=176, itemNo2=23, cost=83
Link6936: itemNo1=176, itemNo2=31, cost=69
Link6937: itemNo1=176, itemNo2=32, cost=19
Link6938: itemNo1=176, itemNo2=34, cost=67
Link6939: itemNo1=176, itemNo2=39, cost=20
Link6940: itemNo1=176, itemNo2=45, cost=34
Link6941: itemNo1=176, itemNo2=54, cost=25
Link6942: itemNo1=176, itemNo2=68, cost=99
Link6943: itemNo1=176, itemNo2=74, cost=56
Link6944: itemNo1=176, itemNo2=75, cost=85
Link6945: itemNo1=176, itemNo2=78, cost=94
Link6946: itemNo1=176, itemNo2=81, cost=64
Link6947: itemNo1=176, itemNo2=84, cost=26
Link6948: itemNo1=176, itemNo2=85, cost=96
Link6949: itemNo1=176, itemNo2=87, cost=19
Link6950: itemNo1=176, itemNo2=90, cost=54
Link6951: itemNo1=176, itemNo2=100, cost=18
Link6952: itemNo1=176, itemNo2=104, cost=50
Link6953: itemNo1=176, itemNo2=105, cost=5
Link6954: itemNo1=176, itemNo2=115, cost=54
Link6955: itemNo1=176, itemNo2=116, cost=75
Link6956: itemNo1=176, itemNo2=131, cost=88
Link6957: itemNo1=176, itemNo2=143, cost=33
Link6958: itemNo1=176, itemNo2=147, cost=12
Link6959: itemNo1=176, itemNo2=148, cost=59
Link6960: itemNo1=176, itemNo2=153, cost=7
Link6961: itemNo1=176, itemNo2=159, cost=41
Link6962: itemNo1=176, itemNo2=161, cost=56
Link6963: itemNo1=176, itemNo2=167, cost=93
Link6964: itemNo1=176, itemNo2=168, cost=28
Link6965: itemNo1=176, itemNo2=169, cost=95
Link6966: itemNo1=176, itemNo2=179, cost=51
Link6967: itemNo1=176, itemNo2=187, cost=75
Link6968: itemNo1=176, itemNo2=192, cost=98
Link6969: itemNo1=176, itemNo2=197, cost=35
Link6970: itemNo1=177, itemNo2=5, cost=48
Link6971: itemNo1=177, itemNo2=12, cost=85
Link6972: itemNo1=177, itemNo2=16, cost=16
Link6973: itemNo1=177, itemNo2=21, cost=17
Link6974: itemNo1=177, itemNo2=28, cost=86
Link6975: itemNo1=177, itemNo2=31, cost=87
Link6976: itemNo1=177, itemNo2=32, cost=84
Link6977: itemNo1=177, itemNo2=44, cost=57
Link6978: itemNo1=177, itemNo2=58, cost=42
Link6979: itemNo1=177, itemNo2=62, cost=42
Link6980: itemNo1=177, itemNo2=67, cost=32
